Gatenavn,Kommentar,Dato,Tidpunkt,lat,lon
TORSHOVGATA,Sandakerveien – Vossegata,04.05.2023,19.00-07.00,59.9334933,10.7659896
TORVBAKKGATA,Torvbakkgata Grønt,03.05.2023,07.00-19.00,59.9196409,10.7565665
TOSTRUP TERRASSE,Drammensveien – Blindvei,17.04.2023,07.00-19.00,59.9144992,10.7031022
TOSTRUP TERRASSE,Trapp V/Thomas Heftyes Gt,17.04.2023,07.00-19.00,59.9144992,10.7031022
TOSTRUPS GATE,C.A Phils Gate – Elisenbergveien,17.04.2023,07.00-19.00,59.9175975,10.7020549
TOTJUSBAKKEN,Hele,25.04.2023,07.00-19.00,59.9376416,10.6617286
TRAKTORVEIEN,Hele,19.04.2023,19.00-07.00,59.9002611,10.8121371
TRANEVEIEN,Grenseveien – Adam Hiorths Vei,03.05.2023,07.00-19.00,59.9252177,10.7874822
TRASOPPTERRASSE,Hele,21.04.2023,07.00-19.00,59.9077448,10.8533995
TRASOPPVEIEN,Stordamveien-Trolldalsveien,21.04.2023,07.00-19.00,59.9098177,10.8494871
TRAVERVEIEN,Hele,15.05.2023,07.00-19.00,59.9429881,10.8035528
TREANLEGG FROGNER,Munkedamsveien 88,03.05.2023,07.00-19.00,59.91673919999999,10.706842
TREKANTEN,Hele,21.04.2023,07.00-19.00,59.94738,10.8648822
TREKANTTOMTA,Munkedamsveien – Stranden,09.05.2023,19.00-07.00,59.9216322,10.6822301
TRELASTGATA,Bispegata - Snuplass V/ Dronning Eufemias Gate 8,20.04.2023,19.00-07.00,59.9086676,10.7593335
TRESCHOWS GATE,Bentsebrugt – Sandakervn,23.04.2023,19.00-07.00,59.9400349,10.7654537
TRESCHOWS GATE,Grefsenveien v/nr. 6 - Sandakerveien (Nordpolen),04.05.2023,07.00-19.00,59.9400349,10.7654537
TRESCHOWSLØKKA,Treschows Gate,03.05.2023,07.00-19.00,59.9138688,10.7522454
TRESKEVEIEN,Hele,02.05.2023,07.00-19.00,59.8920564,10.8167413
TRETTEBAKKEN,Hele,27.04.2023,07.00-19.00,59.9560094,10.6405449
TROLLDALSVEIEN,Hele,21.04.2023,07.00-19.00,59.9100323,10.8530026
TROLLFARET,Hele,09.05.2023,07.00-19.00,59.9613889,10.798925
TROLLSTIEN,Hele,27.04.2023,07.00-19.00,59.8197477,10.8412076
TROLLSVINGEN,Hele,21.04.2023,07.00-19.00,59.9450307,10.7329827
TROLLÅSVEIEN,Hele,21.04.2023,07.00-19.00,59.9078546,10.8544772
TRONDHEIMSVEIEN,Dælenenggata – Herslebs Gt,24.04.2023,19.00-07.00,59.9500433,10.8561494
TRONDHEIMSVEIEN,Mailundveien – Carl Berners Plass,27.04.2023,19.00-07.00,59.9500433,10.8561494
TRONDHEIMSVEIEN,Herslebs Gate – Thorvald Meyers Gt,03.05.2023,19.00-07.00,59.9500433,10.8561494
TRONDHEIMSVEIEN,P-Plass Trondheimsveien – Knut Alvssonsvei,03.05.2023,07.00-19.00,59.9500433,10.8561494
TROSTEFARET,Hele,23.05.2023,07.00-19.00,59.9626595,10.6578015
TROSTERUDSTIEN,Hele,15.05.2023,07.00-19.00,59.9589969,10.7083642
TROSTERUDVEIEN,Hele,16.05.2023,07.00-19.00,59.9547944,10.7082362
TRUDVANGVEIEN,Sorgenfrigata – Gydas Vei,20.04.2023,07.00-19.00,59.9305394,10.7181504
TRYGVE NILSENS VEI,Hele,27.04.2023,07.00-19.00,59.9364444,10.9038742
TRYGVE RYENS VEI,Hele,09.05.2023,07.00-19.00,59.8881844,10.810211
TRYGVE STRØMBERGS VEI,Hele,26.04.2023,07.00-19.00,59.8259126,10.810809
TRYMS VEI,Hele,28.04.2023,07.00-19.00,59.9488055,10.7991238
TRYSILGATA,Trapp V/Telemarksvingen,12.05.2023,07.00-19.00,59.9136692,10.7833577
TRYSILGATA,Normannsgt – Telemarksvingen,12.05.2023,07.00-19.00,59.9136692,10.7833577
TRÅKKA,Fra Stasjonsveien,12.05.2023,07.00-19.00,59.9497649,10.6810012
TRØNDERGATA,Hegermanns gate - Krebs' gate,04.05.2023,07.00-19.00,59.935774,10.7644229
TUENGEN ALLÈ,Hele,20.04.2023,07.00-19.00,59.9385625,10.6967049
TUENGVEIEN,Hele,20.04.2023,07.00-19.00,59.9387585,10.6959595
TULLINS GATE,St Olavs Gate – Holbergs Plass,09.05.2023,19.00-07.00,59.9184083,10.7345858
TUNFARET,Hele,18.04.2023,07.00-19.00,59.9403778,10.7080613
TUNGEBRÅTVEIEN,Hele,17.04.2023,07.00-19.00,59.8547304,10.804187
TUSENTRIPPEN,Wilhelm Færdens Vei – Blindvei,25.04.2023,07.00-19.00,59.9337296,10.7235667
TVEITA,G/S og plasser,26.04.2023,07.00-19.00,59.9134208,10.8417705
TVERRBAKKEN,Vossegata – Ende,09.05.2023,07.00-19.00,59.9314765,10.7701104
TVERRVEI 4,Hele,26.04.2023,07.00-19.00,59.9546924,10.768987
TVETENVEIEN,Ytre Ringvei-Ole Deviks vei,26.04.2023,19.00-07.00,59.9163203,10.847043
TVETENVEIEN,Nedre Kalbakkvei-Ytre Ringvei,27.04.2023,19.00-07.00,59.9163203,10.847043
TVETENVEIEN,Ole Deviks vei-Østensjøveien,02.05.2023,19.00-07.00,59.9163203,10.847043
TYRIBAKKEN,Hele,19.05.2023,07.00-19.00,59.922593,10.648562
TYRIHANSVEIEN,Hele,20.04.2023,07.00-19.00,59.9444092,10.7271667
TYRISTUBBVEIEN,Hele,08.05.2023,07.00-19.00,59.8943616,10.8513819
TYSLEVKROKEN,Hele,25.04.2023,07.00-19.00,59.8666302,10.7998199
TYSLEVVEIEN,Hele,25.04.2023,07.00-19.00,59.8648794,10.8019153
TÅRNVEIEN,Hele,19.04.2023,07.00-19.00,59.9335043,10.7057325
TÅSEN ALLÈ,Hele,03.05.2023,07.00-19.00,59.9445666,10.7461251
TÅSEN TERRASSE,Hele,08.05.2023,07.00-19.00,59.9554356,10.7530098
TÅSENVEIEN,Fra Spångbangveien nr 1 til Tåsenveien 20,03.05.2023,07.00-19.00,59.9492125,10.7502547
TÅSENVEIEN,Fra Nordbergveien til Rolf Wikstrømsvei,03.05.2023,07.00-19.00,59.9492125,10.7502547
TÅSENVEIEN,fra Rolf Wickstrøms vei-Bikop Heuchs vei,04.05.2023,19.00-07.00,59.9492125,10.7502547
TÅSENVEIEN,Carls Kjelsens vei-Rolf Wickstrøms vei,08.05.2023,07.00-19.00,59.9492125,10.7502547
TÅSENVEIEN,Fra Carl Kjelsens vei,09.05.2023,07.00-19.00,59.9492125,10.7502547
TÅSENVEIEN,Jutulveien – Kierschows Gate,03.05.2023,19.00-07.00,59.9492125,10.7502547
TØNSBERGGATA,Mogata – Kongsvingergata,09.05.2023,07.00-19.00,59.9396523,10.7535391
TØYEN KULTURPARK,Monrads Gate – Finnmarkgata,12.05.2023,07.00-19.00,59.920917,10.7762239
TØYEN KULTURPARK,Ola Narr – Finnmarkgata – Gjøvikbanen,03.05.2023,07.00-19.00,59.920917,10.7762239
TØYEN T-BANE,Trapp Økernveien – Tøyen T-Bane,03.05.2023,07.00-19.00,59.9147661,10.7754388
TØYENBEKKEN,Nordbygata – Grønland,08.05.2023,19.00-07.00,59.9122261,10.7624502
TØYENGATA,Grønland – Jens Bjelkes Gate,08.05.2023,19.00-07.00,59.9148918,10.7693284
TØYENGATA,Jens Bjelkes Gate – Hagegata,18.04.2023,19.00-07.00,59.9148918,10.7693284
TØYENGATA,Hagegata – Ende V /Gml. Munchmuséet,05.05.2023,07.00-19.00,59.9148918,10.7693284
TØYENHAGEN LEKEPARK,Jens Bjelkes Gate – Tøyengata,03.05.2023,07.00-19.00,59.914934,10.7691205
UELANDS GATE,Maridalsveien – Wdm Thranes Gate,10.05.2023,19.00-07.00,59.9346452,10.7495907
UELANDS GATE,Tåsenvn – Griffenfeldts Gt,23.04.2023,19.00-07.00,59.9346452,10.7495907
UELANDS GATE,Waldemar Thranes Gate – Griffenfeldts Gate,24.04.2023,19.00-07.00,59.9346452,10.7495907
UELANDS GATE,Ilatrappa V/Fougstadgata,24.04.2023,19.00-07.00,59.9346452,10.7495907
UGLEVEIEN,Hele,03.05.2023,07.00-19.00,59.9437251,10.7429905
ULFSTENS GATE,Holmboes Gt – Ende,18.04.2023,07.00-19.00,59.9245501,10.7209592
ULFSTENS GATE,Trapp V/Professor Dahls Gate,18.04.2023,07.00-19.00,59.9245501,10.7209592
ULFSTENS GATE,Trapp V/Eilert Sundts Gate,18.04.2023,07.00-19.00,59.9245501,10.7209592
ULLENSAKERGATA,Hølandsgata – Brinken,15.05.2023,07.00-19.00,59.9111441,10.780891
ULLERCHAUSSEÈN,Hele,24.04.2023,07.00-19.00,59.9138688,10.7522454
ULLERKAMMEN,Hele,17.04.2023,07.00-19.00,59.9336899,10.6524981
ULLERN ALLÈ,Hele,24.04.2023,07.00-19.00,59.9286535,10.6461381
ULLERN GÅRDSVEI,Hele,24.04.2023,07.00-19.00,59.9258687,10.6438756
ULLERN IDRETTSPARK,P-plass,16.04.2023,19.00-07.00,59.9277075,10.6550927
ULLERNCHAUSSEÈEN,RV150-Husebybakken,24.04.2023,07.00-19.00,59.9138688,10.7522454
ULLERNCHAUSSEÈEN,Fra C.A. Torstensens vei-Jon Smestads vei,25.04.2023,07.00-19.00,59.9138688,10.7522454
ULLERNKOLLEN,Hele,17.04.2023,07.00-19.00,59.9350667,10.6500222
ULLERNVEIEN,Helt inn til snuplass,19.05.2023,07.00-19.00,59.9247229,10.657514
ULLEVÅLSALLÈEN,Hele,03.05.2023,07.00-19.00,59.9407403,10.7333371
ULLEVÅLSVEIEN,Colletts Gate – Kirkeveien,10.05.2023,19.00-07.00,59.9280754,10.7389237
ULLEVÅLSVEIEN,Akersveien – Colletts Gate,16.04.2023,19.00-07.00,59.9280754,10.7389237
ULLEVÅLSVEIEN,Kirkeveien - Ullevålsveien 117,25.04.2023,07.00-19.00,59.9280754,10.7389237
ULLVEIEN,Hele,10.05.2023,07.00-19.00,59.9775033,10.6666265
ULSHOLTVEIEN,Fra Furusetveien-Grorudveien,09.05.2023,07.00-19.00,59.9436693,10.8915555
ULSRUDFARET,Hele,09.05.2023,07.00-19.00,59.8915997,10.8488495
ULSRUDVEIEN,Hele,04.05.2023,07.00-19.00,59.8888148,10.8425472
ULVENVEIEN,Hele,17.04.2023,19.00-07.00,59.9252106,10.8125031
UNDERHAUGSVEIEN,Pilestredet – Hegderhaugsveien,17.04.2023,07.00-19.00,59.9246796,10.7283474
UNGERS GATE,Fougstads Gate – Bjerregaards Gate,25.04.2023,07.00-19.00,59.9255298,10.7444285
UNIVERSITETSGATA,Pilestredet – St Olavs Plass,08.05.2023,19.00-07.00,59.9163975,10.7383142
UNNARENNET,Hele,02.05.2023,07.00-19.00,59.8964623,10.8546771
URANIENBORG TERRASSE,Uranienborgvn – Professor Dahls Gate,18.04.2023,07.00-19.00,59.9229073,10.7234662
URANIENBORGVEIEN,Parkveien – Professor Dahls Gate,13.04.2023,19.00-07.00,59.9215875,10.7230136
URTEGATA,Nr. 1-22/31-50 / Vahls Gate – Platous Gate,12.05.2023,07.00-19.00,59.9146703,10.7645773
USTVEDTS VEI,Hele,03.05.2023,07.00-19.00,59.949288,10.7563087
UTFARTSVEIEN,Hele,16.05.2023,07.00-19.00,59.9467407,10.843001
UTMARKVEIEN,Hele,28.04.2023,07.00-19.00,59.8829203,10.8493104
UTSIKTEN,Ryenbergveien – Valhallveien,28.04.2023,07.00-19.00,59.9010423,10.7817554
UTSYNSVEIEN,Hele,21.04.2023,07.00-19.00,59.8787442,10.7932654
VAHLS GATE,Lakkegata – Jens Bjelkes Gate,27.04.2023,19.00-07.00,59.9166616,10.7648843
VALHALLVEIEN,Konows Gate – Stamhusveien,23.04.2023,19.00-07.00,59.9003641,10.7798661
VALKYRIEGATA,Bogstadveien – Harald Hårfagres Gate,17.04.2023,19.00-07.00,59.928936,10.7172336
VALLE-HOVIN,Idrettsanlegg,03.05.2023,07.00-19.00,59.9182621,10.8045814
VALLEFARET,Grenseveien – Ende,02.05.2023,07.00-19.00,59.9187769,10.8015199
VALLEGATA,Ullevålsveien – Geitmyrsveien Inkl Til Nr 12,24.04.2023,07.00-19.00,59.929811,10.7405916
VALMUEVEIEN,Hele,05.05.2023,07.00-19.00,59.9084787,10.8376864
VANGEN,Hele,24.04.2023,07.00-19.00,59.865274,10.8070336
VARDEHEIMVEIEN,Karl Andersen Vei-Høybråtenveien,05.05.2023,07.00-19.00,59.9423802,10.9321732
VARDEVEIEN,Lyngveien – Vidjeveien,19.04.2023,07.00-19.00,59.8914534,10.7941871
VARDEVEIEN,Vidjeveien – Sandstuveien,20.04.2023,07.00-19.00,59.8914534,10.7941871
VARDHEIMVEIEN,Høybråtenveien-Linjeveien,02.05.2023,07.00-19.00,59.9423802,10.9321732
VASKERIBAKKEN,Hele,25.04.2023,07.00-19.00,59.8749564,10.8190157
VASSFARET,Hele,12.05.2023,07.00-19.00,59.9536812,10.6817941
VED OLSEN PÅ ØSTENSJØVEIEN,VED OLSEN PÅ ØSTENSJØVEIEN,09.05.2023,19.00-07.00,59.9075575,10.8182736
VEI 2982,Hele,10.05.2023,07.00-19.00,59.9520063,10.6596642
VEI 9034,Hele,17.04.2023,07.00-19.00,59.9138688,10.7522454
VEITA,Hele,11.05.2023,07.00-19.00,59.9624691,10.7597511
VEITVETSTUBBEN,Hele,18.04.2023,07.00-19.00,59.9442661,10.8441441
VEITVETSVINGEN,Hele,18.04.2023,07.00-19.00,59.9448178,10.8506472
VEITVETVEIEN,Hele,19.04.2023,19.00-07.00,59.9435538,10.8501625
VEKSLERVEIEN,Peter Møllers Vei – Lørenvangen,24.04.2023,19.00-07.00,59.9307547,10.7961264
VEKSTHUSFLØTTEN,Hele,11.05.2023,07.00-19.00,59.9409397,10.8303654
VEKTERVEIEN,Grasveien – Havreveien,28.04.2023,07.00-19.00,59.8902932,10.8134806
VEKTERVEIEN,Grasveien – Plogveien,02.05.2023,07.00-19.00,59.8902932,10.8134806
VENDOMVEIEN,Hele,17.04.2023,07.00-19.00,59.8520712,10.8076789
VENNERBORGVEIEN,Hele,19.05.2023,07.00-19.00,59.9191494,10.660047
VENÅSVEGEN,Hele,20.04.2023,07.00-19.00,59.9158175,10.8573884
VERKSEIER FURULUNDS VEI,Hele,09.05.2023,19.00-07.00,59.9288463,10.8547415
VESLEFRIKVEIEN,Hele,20.04.2023,07.00-19.00,59.9138688,10.7522454
VESLEKROKEN,Inn til snuplass,19.05.2023,07.00-19.00,59.928487,10.6626126
VESTBRYNET,Hele,21.04.2023,07.00-19.00,59.875506,10.7986341
VESTBYSVINGEN,Hele,03.05.2023,07.00-19.00,59.9561626,10.887997
VESTBYVEIEN,Hele,03.05.2023,07.00-19.00,59.9562306,10.8887648
VESTENGSVINGEN,Hele,20.04.2023,07.00-19.00,59.8889873,10.7998663
VESTENGVEIEN,Hele,20.04.2023,07.00-19.00,59.8882665,10.7980616
VESTERÅSVEIN,Hele stikker inn til nr 14,17.04.2023,07.00-19.00,59.9348056,10.6455247
VESTGRENSA,Hele (med velvei),20.04.2023,07.00-19.00,59.9434713,10.7270154
VESTHEIMGATA,Frognerveien – Balders Gt,27.04.2023,07.00-19.00,59.9173756,10.7114208
VESTLI,G/S og plasser,25.04.2023,07.00-19.00,59.9711692,10.9283919
VESTLISVINGEN,Hele,02.05.2023,07.00-19.00,59.9685649,10.9238358
VESTLIVEIEN,Hele,27.04.2023,07.00-19.00,59.9397952,10.6426094
VESTRE ELVEBAKKE,Hausmanns Gate – Ende.,12.05.2023,07.00-19.00,59.9191565,10.7530418
VESTRE HAUGEN,Hele,25.04.2023,07.00-19.00,59.949319,10.8990806
VESTVEIEN,Hele (se kart),24.04.2023,07.00-19.00,59.923071,10.6294193
VETLANDSFARET,Hele,02.05.2023,07.00-19.00,59.9019851,10.8494546
VETLANDSVEIEN,Haakon Tveters vei – Vetlandsfaret,02.05.2023,07.00-19.00,59.9016891,10.8473565
VETLANDSVEIEN,Vetlandsfaret – Stordamveien,05.05.2023,07.00-19.00,59.9016891,10.8473565
VETTALIVEIEN,Hele,16.05.2023,07.00-19.00,59.9660225,10.6935164
VIBES GATE,Fagerborggata – Bogstadveien,20.04.2023,07.00-19.00,59.9274419,10.725232
VICTORIA TERRASSE,Kronprinsens Gt – Ende. 200 M,09.05.2023,19.00-07.00,59.9139898,10.7284878
VIDARS GATE,Johannes Bruns Gate – Ullevålsveien,10.05.2023,07.00-19.00,59.9306777,10.7346623
VIDJEVEIEN,Hele,19.04.2023,07.00-19.00,59.8937984,10.7957638
VIDSYNVEIEN,Olav Hegnas Vei – Sinsenveien,03.05.2023,07.00-19.00,59.9345705,10.7888259
VIGELANDSMUSEET P-PLASS,Halvdan Svartes Gt – Nobels Gate,17.04.2023,19.00-07.00,59.9227552,10.7000857
VIGGO HANSTEENS VEI,Mellom smestad kryss og Dalsveien,08.05.2023,19.00-07.00,59.943118,10.6980505
VIKINGVEIEN,Hele,13.04.2023,07.00-19.00,59.8689175,10.7851252
VILBERGGRENDA,Hele,08.05.2023,07.00-19.00,59.8931001,10.8468588
VILBERGVEIEN,Hele,08.05.2023,07.00-19.00,59.8944821,10.8470488
VILLAVEIEN,Hele,18.04.2023,07.00-19.00,59.9372855,10.7129344
VINDERNVEIEN,Hele,18.04.2023,07.00-19.00,59.9398068,10.7090457
VINGOLFVEIEN,Hele,13.04.2023,07.00-19.00,59.8675817,10.7863867
VINKELVEIEN,Hele,03.05.2023,07.00-19.00,59.9478056,10.7441954
VITAMINVEIEN,Grefsenveien – Sandakerveien,24.04.2023,19.00-07.00,59.9463104,10.7747596
VM HUSET,P-plass,23.04.2023,19.00-07.00,59.9138688,10.7522454
VOGTS GATE,Biermanns Gate – Sandakerveien,26.04.2023,19.00-07.00,59.9338881,10.7638521
VOKSENKOLLVEIEN,Hele,10.05.2023,07.00-19.00,59.971676,10.6610288
VOKSENLIVEIEN,Hele,23.05.2023,07.00-19.00,59.9653804,10.6609269
VOLDSLØKKA,Idrettsanlegg,03.05.2023,07.00-19.00,59.94507119999999,10.7569457
VOLLAVEIEN,Hele,18.04.2023,07.00-19.00,59.9284975,10.844457
VOLLEBEKKVEIEN,Hele,11.05.2023,07.00-19.00,59.9369705,10.8279412
VON DER LIPPES GATE,General Birchs Gate – Vallegata,24.04.2023,07.00-19.00,59.9312769,10.7403401
VON ØTKENS VEI,Hele,13.04.2023,07.00-19.00,59.8498909,10.7857553
VOSSEGATA,Torshovgata – Johan Selmers Gate,09.05.2023,07.00-19.00,59.9328137,10.7699447
VOSSEGATA,Torshovgata – Askergata,04.05.2023,07.00-19.00,59.9328137,10.7699447
VÅGEBYVEIEN,Rosenhoffgata – Strømstadgata,03.05.2023,07.00-19.00,59.9307063,10.773122
VÅGHALSEN,Sagveien - Maridalsveien,04.05.2023,07.00-19.00,59.930755,10.7549487
VÅLERENGGATA,Etterstadgata – Enebakkveien,11.05.2023,07.00-19.00,59.9081509,10.7869071
VÅLVEIEN,Hele,21.04.2023,07.00-19.00,59.9423148,10.7315395
VÅRONNVEIEN,Hele,28.04.2023,07.00-19.00,59.8952889,10.8148507
VÅRSVINGEN,Hele,19.04.2023,07.00-19.00,59.8970152,10.7872388
VÅRVEIEN,Hele,18.04.2023,19.00-07.00,59.8977403,10.7936541
VÆKERØ TERRASSE,Hele,26.05.2023,07.00-19.00,59.9175764,10.6508035
VÆKERØVEIEN,Fra Bærumsveien- Sørkedalsveien,17.04.2023,19.00-07.00,59.9338383,10.6397831
VÆKERØÅSEN,Hele,26.05.2023,07.00-19.00,59.9180369,10.6489302
VÆRINGSKLEIVA,Ryenbergveien – Konows Gate,28.04.2023,07.00-19.00,59.9018163,10.7866922
VØIENVOLLEN,Gustav Jensens Gt – Fernanda Nissens Gt,03.05.2023,07.00-19.00,59.93440639999999,10.7547673
VØYENSVINGEN,Kingos Gate – Markus Tranesgt.,26.04.2023,07.00-19.00,59.9309394,10.7529832
WALDEMAR THRANES GATE,Trapp V/Sannergata/Sannerbrua,10.05.2023,19.00-07.00,59.9262185,10.7455804
WALDEMAR THRANES GATE,Trapp V/Uelandsgate,10.05.2023,19.00-07.00,59.9262185,10.7455804
WALDEMAR THRANES GATE,Uelandsgate – Sannerbrua,10.05.2023,19.00-07.00,59.9262185,10.7455804
WALDEMAR THRANES GATE,Trapp V/Brandts Gate,24.04.2023,19.00-07.00,59.9262185,10.7455804
WALDEMAR THRANES GATE,Dalsbergstien – Uelands Gate,24.04.2023,19.00-07.00,59.9262185,10.7455804
WELDING OLSENS VEI,Hele,10.05.2023,07.00-19.00,59.8709276,10.8454456
WELHAVENS GATE,Parkveien – Holbergs Gt,16.04.2023,19.00-07.00,59.9204921,10.7323001
WESSELS GATE,Langes Gate – Ullevålsveien,24.04.2023,07.00-19.00,59.9197607,10.7418702
WESTYE EGEBERGS GATE,Telthusbakken – Ende,20.04.2023,07.00-19.00,59.9222457,10.7488715
WESTYE EGEBERGS GATE,Akersveien – Ende/Kjærlighetsstien,24.04.2023,07.00-19.00,59.9222457,10.7488715
WETLESENS VEI,Hele,02.05.2023,07.00-19.00,59.8982463,10.820242
WILDENVEYBAKKEN,Hele,22.05.2023,07.00-19.00,59.9626852,10.6480667
WILHELM FÆRDENS VEI,Blindernveien – Kirkeveien,25.04.2023,07.00-19.00,59.9338142,10.7252521
WILHELM STENERSENS VEI,Hele,20.04.2023,07.00-19.00,59.9145819,10.8432465
WILHELMS GATE,Trapp V/Eugenies Gate/Bolteløkka Allè,25.04.2023,07.00-19.00,59.9269819,10.7338677
WILHELMS GATE,Thereses Gate – Louises Gate,25.04.2023,07.00-19.00,59.9269819,10.7338677
WILSES GATE,Trapp V/Fredensborgveien,12.05.2023,07.00-19.00,59.9182346,10.7491812
WILSES GATE,Fredensborggt – Møllergata,12.05.2023,07.00-19.00,59.9182346,10.7491812
WILSTERS VEI,Hele,12.05.2023,07.00-19.00,59.9340213,10.8098855
WISMARGATA,Hele,20.04.2023,19.00-07.00,59.9075582,10.7594521
WOLFFS GATE,Fagerborggata – Pilestredet,10.05.2023,07.00-19.00,59.9312865,10.7289529
WYLLERVEIEN,Hele,20.04.2023,19.00-07.00,59.9916317,10.6262261
YMERS VEI,Hele,28.04.2023,07.00-19.00,59.9484176,10.8029345
YTRE RINGVEI,Hele,14.05.2023,19.00-07.00,59.9196176,10.848301
ZETLITZ` GATE,Wessels Gate – Frimanns Gate,24.04.2023,07.00-19.00,59.9205648,10.7409444
ZINOBER,Hele,20.04.2023,19.00-07.00,59.99661930000001,10.6253826
ÅKEBERGVEIEN,Grønlandsleiret – Kjølberggata,23.04.2023,19.00-07.00,59.9103279,10.7742107
ÅKEBERGVEIEN,Kjølberggata – St. Halvards Gate,27.04.2023,19.00-07.00,59.9103279,10.7742107
ÅKERØVEIEN,Hele,15.05.2023,07.00-19.00,59.937263,10.7976224
ÅLESUNDGATA,Gjøvikgata – Treschows Gate,26.04.2023,07.00-19.00,59.9394892,10.7621913
ÅLMOVEIEN,Hele,26.05.2023,07.00-19.00,59.9206706,10.6459883
ÅLOVS VEI,Einars Vei – Økernveien (Vei 2618),03.05.2023,07.00-19.00,59.9225381,10.7866508
ÅMOTVEIEN,Hele,09.05.2023,07.00-19.00,59.9618647,10.757734
ÅMOTVEIEN,Hele,11.05.2023,07.00-19.00,59.9618647,10.757734
ÅRNES,P-plass,16.04.2023,19.00-07.00,59.93811169999999,10.8006575
ÅRRUNDKROKEN,Hele,15.05.2023,07.00-19.00,59.9470425,10.80452
ÅRRUNDVEIEN,Hele,15.05.2023,07.00-19.00,59.9456472,10.8046661
ÅRVOLLIA,Hele,17.04.2023,07.00-19.00,59.9498867,10.8252833
ÅRVOLLVEIEN,Rødbergveien – Ut,17.04.2023,07.00-19.00,59.9480826,10.8175174
ÅRVOLLVEIEN,Rødbergveien – Trondheimsvn.,18.04.2023,19.00-07.00,59.9480826,10.8175174
ÅSAVEIEN,Industrigata – Harald Hårfagres Gate,19.04.2023,07.00-19.00,59.9304127,10.7231018
ÅSBAKKEN,Hele,17.04.2023,07.00-19.00,59.9307918,10.6481193
ÅSBREKKA,Hele,10.05.2023,07.00-19.00,59.9708812,10.6639056
ÅSBRÅTEN,Hele,26.04.2023,19.00-07.00,59.8274198,10.7827579
ÅSDALSVEIEN,Hele,14.04.2023,07.00-19.00,59.855754,10.7933199
ÅSENGATA,Vogts Gt – Hans Nilsen Hauges Gt,26.04.2023,07.00-19.00,59.9380074,10.7712228
ÅSENSVINGEN,Hele,28.04.2023,07.00-19.00,59.941373,10.7851864
ÅSLANDHELLINGA,Hele,27.04.2023,07.00-19.00,59.8231006,10.8409796
ÅSLANDVEIEN,Hele,27.04.2023,07.00-19.00,59.8197136,10.8427701
ÅSLIVEIEN,Hele,18.04.2023,07.00-19.00,59.8813673,10.7893965
ÅSRYGGEN,Hele,13.04.2023,07.00-19.00,59.8564821,10.7920282
ÅSSUBBEN,Til snuplass,17.04.2023,07.00-19.00,59.9302902,10.6514173
ØIVINDS VEI,Hele,15.05.2023,07.00-19.00,59.944192,10.8110388
ØKERN TORGVEI,Hele,16.04.2023,19.00-07.00,59.9359663,10.8073799
ØKERNLIVEIEN,Hele,12.05.2023,07.00-19.00,59.9386019,10.8162147
ØKERNVEIEN,Økern Torvei – Refstadveien,16.04.2023,19.00-07.00,59.9228829,10.7885607
ØKERNVEIEN,Refstadveien – Øvre Lunden,11.05.2023,07.00-19.00,59.9228829,10.7885607
ØKERNVEIEN,Hagegata – Ensjøveien,18.04.2023,19.00-07.00,59.9228829,10.7885607
ØKERNVEIEN,Ensjøveien – Dronning Margretes Vei,04.05.2023,19.00-07.00,59.9228829,10.7885607
ØKERNVEIEN,Dronning Margretes Vei – Dag Hammarskjølds Vei,04.05.2023,19.00-07.00,59.9228829,10.7885607
ØKERNVEIEN,Trapp V/Ved Jernbaneundergang,04.05.2023,19.00-07.00,59.9228829,10.7885607
ØRAKERVEIEN,Hele,24.04.2023,07.00-19.00,59.9228712,10.6375171
ØRAVEIEN,Hele,25.04.2023,07.00-19.00,59.944976,10.6388254
ØSTBAKKEN,Til Ullernkammen,17.04.2023,07.00-19.00,59.9321705,10.6513087
ØSTBAKKEN,Fra ullerkammen til øvre ullern terrasse,17.04.2023,07.00-19.00,59.9321705,10.6513087
ØSTBYFARET,Hele,09.05.2023,07.00-19.00,59.8905556,10.8452243
ØSTBYVEIEN,Hele,09.05.2023,07.00-19.00,59.8894065,10.84491
ØSTENSJØVANNET P PLASS,PARKERING,09.05.2023,19.00-07.00,59.9421212,10.7776794
ØSTENSJØVEIEN,Hele,16.04.2023,19.00-07.00,59.9006683,10.8261182
ØSTENSJØVEIEN,Tvetenveien – Bryn Rrundkjøring,02.05.2023,19.00-07.00,59.9006683,10.8261182
ØSTENSJØVEIEN,Grenseveien – Tvetenveien,07.05.2023,19.00-07.00,59.9006683,10.8261182
ØSTERDALSGATA,Nummedalsgata – Strømsveien,12.05.2023,07.00-19.00,59.9102761,10.7895467
ØSTERLI TERRASSE,Hele,18.04.2023,07.00-19.00,59.8849658,10.8109467
ØSTERLISVINGEN,Hele,24.04.2023,07.00-19.00,59.8793418,10.8130458
ØSTERLIVEIEN,Sandstuveien – Raschsvei,18.04.2023,07.00-19.00,59.8809842,10.8108642
ØSTERLIVEIEN,Raschsvei – Lambertseterveien,24.04.2023,07.00-19.00,59.8809842,10.8108642
ØSTFOLDGATA,Schweigaards Gate – Ende,11.05.2023,07.00-19.00,59.9073019,10.7760779
ØSTGAARDS GATE,Ole Bulls Gate – Fagerheimgata,09.05.2023,07.00-19.00,59.931173,10.7679737
ØSTHELLINGA,Hele,03.05.2023,07.00-19.00,59.947601,10.747717
